countyyequivalent,statename,CountyFIPS,CBSA_NAME,Micro_Metro,CSA_NAME,CBSA_FIPS,CSA_FIPS,centraloutlyingcounty
Del Norte County,California,06015,"Crescent City, CA",Micro Area,"Brookings-Crescent City, OR-CA",18860,152,Central
El Dorado County,California,06017,"Sacramento-Roseville-Folsom, CA",Metro Area,"Sacramento-Roseville, CA",40900,472,Central
Fresno County,California,06019,"Fresno, CA",Metro Area,"Fresno-Hanford-Corcoran, CA",23420,260,Central
Humboldt County,California,06023,"Eureka-Arcata, CA",Micro Area,,21700,,Central
Imperial County,California,06025,"El Centro, CA",Metro Area,,20940,,Central
Inyo County,California,06027,"Bishop, CA",Micro Area,,13860,,Central
Kern County,California,06029,"Bakersfield-Delano, CA",Metro Area,,12540,,Central
Kings County,California,06031,"Hanford-Corcoran, CA",Metro Area,"Fresno-Hanford-Corcoran, CA",25260,260,Central
Lake County,California,06033,"Clearlake, CA",Micro Area,,17340,,Central
Lassen County,California,06035,"Susanville, CA",Micro Area,,45000,,Central
Los Angeles County,California,06037,"Los Angeles-Long Beach-Anaheim, CA",Metro Area,"Los Angeles-Long Beach, CA",31080,348,Central
Madera County,California,06039,"Fresno, CA",Metro Area,"Fresno-Hanford-Corcoran, CA",23420,260,Outlying
Marin County,California,06041,"San Francisco-Oakland-Fremont, CA",Metro Area,"San Jose-San Francisco-Oakland, CA",41860,488,Central
Mendocino County,California,06045,"Ukiah, CA",Micro Area,,46380,,Central
Merced County,California,06047,"Merced, CA",Metro Area,"San Jose-San Francisco-Oakland, CA",32900,488,Central
Monterey County,California,06053,"Salinas, CA",Metro Area,,41500,,Central
Napa County,California,06055,"Napa, CA",Metro Area,"San Jose-San Francisco-Oakland, CA",34900,488,Central
Nevada County,California,06057,"Truckee-Grass Valley, CA",Micro Area,"Sacramento-Roseville, CA",46020,472,Central
Orange County,California,06059,"Los Angeles-Long Beach-Anaheim, CA",Metro Area,"Los Angeles-Long Beach, CA",31080,348,Central
Placer County,California,06061,"Sacramento-Roseville-Folsom, CA",Metro Area,"Sacramento-Roseville, CA",40900,472,Central
Riverside County,California,06065,"Riverside-San Bernardino-Ontario, CA",Metro Area,"Los Angeles-Long Beach, CA",40140,348,Central
Sacramento County,California,06067,"Sacramento-Roseville-Folsom, CA",Metro Area,"Sacramento-Roseville, CA",40900,472,Central
San Benito County,California,06069,"San Jose-Sunnyvale-Santa Clara, CA",Metro Area,"San Jose-San Francisco-Oakland, CA",41940,488,Outlying
San Bernardino County,California,06071,"Riverside-San Bernardino-Ontario, CA",Metro Area,"Los Angeles-Long Beach, CA",40140,348,Central
San Diego County,California,06073,"San Diego-Chula Vista-Carlsbad, CA",Metro Area,,41740,,Central
San Francisco County,California,06075,"San Francisco-Oakland-Fremont, CA",Metro Area,"San Jose-San Francisco-Oakland, CA",41860,488,Central
San Joaquin County,California,06077,"Stockton-Lodi, CA",Metro Area,"San Jose-San Francisco-Oakland, CA",44700,488,Central
San Luis Obispo County,California,06079,"San Luis Obispo-Paso Robles, CA",Metro Area,,42020,,Central
San Mateo County,California,06081,"San Francisco-Oakland-Fremont, CA",Metro Area,"San Jose-San Francisco-Oakland, CA",41860,488,Central
Santa Barbara County,California,06083,"Santa Maria-Santa Barbara, CA",Metro Area,,42200,,Central
Santa Clara County,California,06085,"San Jose-Sunnyvale-Santa Clara, CA",Metro Area,"San Jose-San Francisco-Oakland, CA",41940,488,Central
Santa Cruz County,California,06087,"Santa Cruz-Watsonville, CA",Metro Area,"San Jose-San Francisco-Oakland, CA",42100,488,Central
Shasta County,California,06089,"Redding, CA",Metro Area,"Redding-Red Bluff, CA",39820,454,Central
Solano County,California,06095,"Vallejo, CA",Metro Area,"San Jose-San Francisco-Oakland, CA",46700,488,Central
Sonoma County,California,06097,"Santa Rosa-Petaluma, CA",Metro Area,,42220,,Central
Stanislaus County,California,06099,"Modesto, CA",Metro Area,"San Jose-San Francisco-Oakland, CA",33700,488,Central
Sutter County,California,06101,"Yuba City, CA",Metro Area,"Sacramento-Roseville, CA",49700,472,Central
Tehama County,California,06103,"Red Bluff, CA",Micro Area,"Redding-Red Bluff, CA",39780,454,Central
Tulare County,California,06107,"Visalia, CA",Metro Area,,47300,,Central
Tuolumne County,California,06109,"Sonora, CA",Micro Area,,43760,,Central
Ventura County,California,06111,"Oxnard-Thousand Oaks-Ventura, CA",Metro Area,"Los Angeles-Long Beach, CA",37100,348,Central
Yolo County,California,06113,"Sacramento-Roseville-Folsom, CA",Metro Area,"Sacramento-Roseville, CA",40900,472,Outlying
Yuba County,California,06115,"Yuba City, CA",Metro Area,"Sacramento-Roseville, CA",49700,472,Central
Adams County,Colorado,08001,"Denver-Aurora-Centennial, CO",Metro Area,"Denver-Aurora-Greeley, CO",19740,216,Central
Alamosa County,Colorado,08003,"Alamosa, CO",Micro Area,,10480,,Central
Arapahoe County,Colorado,08005,"Denver-Aurora-Centennial, CO",Metro Area,"Denver-Aurora-Greeley, CO",19740,216,Central
Boulder County,Colorado,08013,"Boulder, CO",Metro Area,"Denver-Aurora-Greeley, CO",14500,216,Central
Broomfield County,Colorado,08014,"Denver-Aurora-Centennial, CO",Metro Area,"Denver-Aurora-Greeley, CO",19740,216,Central
Clear Creek County,Colorado,08019,"Denver-Aurora-Centennial, CO",Metro Area,"Denver-Aurora-Greeley, CO",19740,216,Outlying
Conejos County,Colorado,08021,"Alamosa, CO",Micro Area,,10480,,Outlying
Costilla County,Colorado,08023,"Alamosa, CO",Micro Area,,10480,,Outlying
Denver County,Colorado,08031,"Denver-Aurora-Centennial, CO",Metro Area,"Denver-Aurora-Greeley, CO",19740,216,Central
Douglas County,Colorado,08035,"Denver-Aurora-Centennial, CO",Metro Area,"Denver-Aurora-Greeley, CO",19740,216,Central
Eagle County,Colorado,08037,"Edwards, CO",Micro Area,"Edwards-Rifle, CO",20780,233,Central
Elbert County,Colorado,08039,"Denver-Aurora-Centennial, CO",Metro Area,"Denver-Aurora-Greeley, CO",19740,216,Outlying
El Paso County,Colorado,08041,"Colorado Springs, CO",Metro Area,,17820,,Central
Fremont County,Colorado,08043,"Cañon City, CO",Micro Area,"Pueblo-Cañon City, CO",15860,444,Central
Garfield County,Colorado,08045,"Rifle, CO",Micro Area,"Edwards-Rifle, CO",40090,233,Central
Gilpin County,Colorado,08047,"Denver-Aurora-Centennial, CO",Metro Area,"Denver-Aurora-Greeley, CO",19740,216,Outlying
Jefferson County,Colorado,08059,"Denver-Aurora-Centennial, CO",Metro Area,"Denver-Aurora-Greeley, CO",19740,216,Central
Lake County,Colorado,08065,"Breckenridge, CO",Micro Area,,14720,,Outlying
La Plata County,Colorado,08067,"Durango, CO",Micro Area,,20420,,Central
Larimer County,Colorado,08069,"Fort Collins-Loveland, CO",Metro Area,,22660,,Central
Logan County,Colorado,08075,"Sterling, CO",Micro Area,,44540,,Central
Mesa County,Colorado,08077,"Grand Junction, CO",Metro Area,,24300,,Central
Moffat County,Colorado,08081,"Steamboat Springs, CO",Micro Area,,44460,,Outlying
Montrose County,Colorado,08085,"Montrose, CO",Micro Area,,33940,,Central
Morgan County,Colorado,08087,"Fort Morgan, CO",Micro Area,,22820,,Central
Park County,Colorado,08093,"Denver-Aurora-Centennial, CO",Metro Area,"Denver-Aurora-Greeley, CO",19740,216,Outlying
Pitkin County,Colorado,08097,"Rifle, CO",Micro Area,"Edwards-Rifle, CO",40090,233,Outlying
Pueblo County,Colorado,08101,"Pueblo, CO",Metro Area,"Pueblo-Cañon City, CO",39380,444,Central
Routt County,Colorado,08107,"Steamboat Springs, CO",Micro Area,,44460,,Central
Summit County,Colorado,08117,"Breckenridge, CO",Micro Area,,14720,,Central
Teller County,Colorado,08119,"Colorado Springs, CO",Metro Area,,17820,,Outlying
Weld County,Colorado,08123,"Greeley, CO",Metro Area,"Denver-Aurora-Greeley, CO",24540,216,Central
Capitol Planning Region,Connecticut,09110,"Hartford-West Hartford-East Hartford, CT",Metro Area,"New Haven-Hartford-Waterbury, CT",25540,405,Central
Greater Bridgeport Planning Region,Connecticut,09120,"Bridgeport-Stamford-Danbury, CT",Metro Area,"New York-Newark, NY-NJ-CT-PA",14860,408,Central
Lower Connecticut River Valley Planning Region,Connecticut,09130,"Hartford-West Hartford-East Hartford, CT",Metro Area,"New Haven-Hartford-Waterbury, CT",25540,405,Central
Naugatuck Valley Planning Region,Connecticut,09140,"Waterbury-Shelton, CT",Metro Area,"New Haven-Hartford-Waterbury, CT",47930,405,Central
Northeastern Connecticut Planning Region,Connecticut,09150,"Putnam, CT",Micro Area,"New Haven-Hartford-Waterbury, CT",39480,405,Central
Northwest Hills Planning Region,Connecticut,09160,"Torrington, CT",Micro Area,"New Haven-Hartford-Waterbury, CT",45860,405,Central
South Central Connecticut Planning Region,Connecticut,09170,"New Haven, CT",Metro Area,"New Haven-Hartford-Waterbury, CT",35300,405,Central
Southeastern Connecticut Planning Region,Connecticut,09180,"Norwich-New London-Willimantic, CT",Metro Area,"New Haven-Hartford-Waterbury, CT",35980,405,Central
Western Connecticut Planning Region,Connecticut,09190,"Bridgeport-Stamford-Danbury, CT",Metro Area,"New York-Newark, NY-NJ-CT-PA",14860,408,Central
Kent County,Delaware,10001,"Dover, DE",Metro Area,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",20100,428,Central
New Castle County,Delaware,10003,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metro Area,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",37980,428,Central
Sussex County,Delaware,10005,"Seaford, DE",Micro Area,,42580,,Central
District of Columbia,District of Columbia,11001,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metro Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",47900,548,Central
Alachua County,Florida,12001,"Gainesville, FL",Metro Area,"Gainesville-Lake City, FL",23540,264,Central
Baker County,Florida,12003,"Jacksonville, FL",Metro Area,"Jacksonville-Kingsland-Palatka, FL-GA",27260,300,Outlying
Bay County,Florida,12005,"Panama City-Panama City Beach, FL",Metro Area,,37460,,Central
Brevard County,Florida,12009,"Palm Bay-Melbourne-Titusville, FL",Metro Area,,37340,,Central
Broward County,Florida,12011,"Miami-Fort Lauderdale-West Palm Beach, FL",Metro Area,"Miami-Port St. Lucie-Fort Lauderdale, FL",33100,370,Central
Charlotte County,Florida,12015,"Punta Gorda, FL",Metro Area,"North Port-Bradenton, FL",39460,412,Central
Citrus County,Florida,12017,"Homosassa Springs, FL",Metro Area,,26140,,Central
Clay County,Florida,12019,"Jacksonville, FL",Metro Area,"Jacksonville-Kingsland-Palatka, FL-GA",27260,300,Central
Collier County,Florida,12021,"Naples-Marco Island, FL",Metro Area,"Cape Coral-Fort Myers-Naples, FL",34940,163,Central
Columbia County,Florida,12023,"Lake City, FL",Micro Area,"Gainesville-Lake City, FL",29380,264,Central
DeSoto County,Florida,12027,"Arcadia, FL",Micro Area,"North Port-Bradenton, FL",11580,412,Central
Duval County,Florida,12031,"Jacksonville, FL",Metro Area,"Jacksonville-Kingsland-Palatka, FL-GA",27260,300,Central
Escambia County,Florida,12033,"Pensacola-Ferry Pass-Brent, FL",Metro Area,,37860,,Central
Flagler County,Florida,12035,"Deltona-Daytona Beach-Ormond Beach, FL",Metro Area,"Orlando-Lakeland-Deltona, FL",19660,422,Central
Gadsden County,Florida,12039,"Tallahassee, FL",Metro Area,"Tallahassee-Bainbridge, FL-GA",45220,533,Outlying
Gilchrist County,Florida,12041,"Gainesville, FL",Metro Area,"Gainesville-Lake City, FL",23540,264,Outlying
Glades County,Florida,12043,"Clewiston, FL",Micro Area,"Cape Coral-Fort Myers-Naples, FL",17500,163,Outlying
Hendry County,Florida,12051,"Clewiston, FL",Micro Area,"Cape Coral-Fort Myers-Naples, FL",17500,163,Central
Hernando County,Florida,12053,"Tampa-St. Petersburg-Clearwater, FL",Metro Area,,45300,,Outlying
Highlands County,Florida,12055,"Sebring, FL",Metro Area,,42700,,Central
Hillsborough County,Florida,12057,"Tampa-St. Petersburg-Clearwater, FL",Metro Area,,45300,,Central
Indian River County,Florida,12061,"Sebastian-Vero Beach-West Vero Corridor, FL",Metro Area,"Miami-Port St. Lucie-Fort Lauderdale, FL",42680,370,Central
Jefferson County,Florida,12065,"Tallahassee, FL",Metro Area,"Tallahassee-Bainbridge, FL-GA",45220,533,Outlying
Lake County,Florida,12069,"Orlando-Kissimmee-Sanford, FL",Metro Area,"Orlando-Lakeland-Deltona, FL",36740,422,Outlying
Lee County,Florida,12071,"Cape Coral-Fort Myers, FL",Metro Area,"Cape Coral-Fort Myers-Naples, FL",15980,163,Central
Leon County,Florida,12073,"Tallahassee, FL",Metro Area,"Tallahassee-Bainbridge, FL-GA",45220,533,Central
Levy County,Florida,12075,"Gainesville, FL",Metro Area,"Gainesville-Lake City, FL",23540,264,Outlying
Manatee County,Florida,12081,"North Port-Bradenton-Sarasota, FL",Metro Area,"North Port-Bradenton, FL",35840,412,Central
Marion County,Florida,12083,"Ocala, FL",Metro Area,,36100,,Central
Martin County,Florida,12085,"Port St. Lucie, FL",Metro Area,"Miami-Port St. Lucie-Fort Lauderdale, FL",38940,370,Central
Miami-Dade County,Florida,12086,"Miami-Fort Lauderdale-West Palm Beach, FL",Metro Area,"Miami-Port St. Lucie-Fort Lauderdale, FL",33100,370,Central
Monroe County,Florida,12087,"Key West-Key Largo, FL",Micro Area,"Miami-Port St. Lucie-Fort Lauderdale, FL",28580,370,Central
Nassau County,Florida,12089,"Jacksonville, FL",Metro Area,"Jacksonville-Kingsland-Palatka, FL-GA",27260,300,Outlying
Okaloosa County,Florida,12091,"Crestview-Fort Walton Beach-Destin, FL",Metro Area,,18880,,Central
Okeechobee County,Florida,12093,"Okeechobee, FL",Micro Area,"Miami-Port St. Lucie-Fort Lauderdale, FL",36380,370,Central
Orange County,Florida,12095,"Orlando-Kissimmee-Sanford, FL",Metro Area,"Orlando-Lakeland-Deltona, FL",36740,422,Central
Osceola County,Florida,12097,"Orlando-Kissimmee-Sanford, FL",Metro Area,"Orlando-Lakeland-Deltona, FL",36740,422,Outlying
Palm Beach County,Florida,12099,"Miami-Fort Lauderdale-West Palm Beach, FL",Metro Area,"Miami-Port St. Lucie-Fort Lauderdale, FL",33100,370,Central
Pasco County,Florida,12101,"Tampa-St. Petersburg-Clearwater, FL",Metro Area,,45300,,Central
Pinellas County,Florida,12103,"Tampa-St. Petersburg-Clearwater, FL",Metro Area,,45300,,Central
Polk County,Florida,12105,"Lakeland-Winter Haven, FL",Metro Area,"Orlando-Lakeland-Deltona, FL",29460,422,Central
Putnam County,Florida,12107,"Palatka, FL",Micro Area,"Jacksonville-Kingsland-Palatka, FL-GA",37260,300,Central
St. Johns County,Florida,12109,"Jacksonville, FL",Metro Area,"Jacksonville-Kingsland-Palatka, FL-GA",27260,300,Central
St. Lucie County,Florida,12111,"Port St. Lucie, FL",Metro Area,"Miami-Port St. Lucie-Fort Lauderdale, FL",38940,370,Central
Santa Rosa County,Florida,12113,"Pensacola-Ferry Pass-Brent, FL",Metro Area,,37860,,Central
Sarasota County,Florida,12115,"North Port-Bradenton-Sarasota, FL",Metro Area,"North Port-Bradenton, FL",35840,412,Central
Seminole County,Florida,12117,"Orlando-Kissimmee-Sanford, FL",Metro Area,"Orlando-Lakeland-Deltona, FL",36740,422,Central
Sumter County,Florida,12119,"Wildwood-The Villages, FL",Metro Area,"Orlando-Lakeland-Deltona, FL",48680,422,Central
Volusia County,Florida,12127,"Deltona-Daytona Beach-Ormond Beach, FL",Metro Area,"Orlando-Lakeland-Deltona, FL",19660,422,Central
Wakulla County,Florida,12129,"Tallahassee, FL",Metro Area,"Tallahassee-Bainbridge, FL-GA",45220,533,Outlying
Walton County,Florida,12131,"Crestview-Fort Walton Beach-Destin, FL",Metro Area,,18880,,Central
Washington County,Florida,12133,"Panama City-Panama City Beach, FL",Metro Area,,37460,,Outlying
Atkinson County,Georgia,13003,"Douglas, GA",Micro Area,,20060,,Outlying
Baldwin County,Georgia,13009,"Milledgeville, GA",Micro Area,,33300,,Central
Barrow County,Georgia,13013,"Atlanta-Sandy Springs-Roswell, GA",Metro Area,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",12060,122,Outlying
Bartow County,Georgia,13015,"Atlanta-Sandy Springs-Roswell, GA",Metro Area,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",12060,122,Outlying
Ben Hill County,Georgia,13017,"Fitzgerald, GA",Micro Area,,22340,,Central
Bibb County,Georgia,13021,"Macon-Bibb County, GA",Metro Area,"Macon-Bibb County--Warner Robins, GA",31420,356,Central
Brantley County,Georgia,13025,"Brunswick-St. Simons, GA",Metro Area,,15260,,Outlying
Brooks County,Georgia,13027,"Valdosta, GA",Metro Area,,46660,,Outlying
Bryan County,Georgia,13029,"Savannah, GA",Metro Area,"Savannah-Hinesville-Statesboro, GA",42340,496,Central
Bulloch County,Georgia,13031,"Statesboro, GA",Micro Area,"Savannah-Hinesville-Statesboro, GA",44340,496,Central
Burke County,Georgia,13033,"Augusta-Richmond County, GA-SC",Metro Area,,12260,,Outlying
Butts County,Georgia,13035,"Atlanta-Sandy Springs-Roswell, GA",Metro Area,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",12060,122,Outlying
Camden County,Georgia,13039,"Kingsland, GA",Micro Area,"Jacksonville-Kingsland-Palatka, FL-GA",28680,300,Central
Carroll County,Georgia,13045,"Atlanta-Sandy Springs-Roswell, GA",Metro Area,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",12060,122,Outlying
Catoosa County,Georgia,13047,"Chattanooga, TN-GA",Metro Area,"Chattanooga-Cleveland-Dalton, TN-GA-AL",16860,174,Central
Chatham County,Georgia,13051,"Savannah, GA",Metro Area,"Savannah-Hinesville-Statesboro, GA",42340,496,Central
Chattahoochee County,Georgia,13053,"Columbus, GA-AL",Metro Area,"Columbus-Auburn-Opelika, GA-AL",17980,194,Central
Chattooga County,Georgia,13055,"Summerville, GA",Micro Area,"Chattanooga-Cleveland-Dalton, TN-GA-AL",44900,174,Central
Cherokee County,Georgia,13057,"Atlanta-Sandy Springs-Roswell, GA",Metro Area,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",12060,122,Central
Clarke County,Georgia,13059,"Athens-Clarke County, GA",Metro Area,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",12020,122,Central
Clayton County,Georgia,13063,"Atlanta-Sandy Springs-Roswell, GA",Metro Area,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",12060,122,Central
Cobb County,Georgia,13067,"Atlanta-Sandy Springs-Roswell, GA",Metro Area,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",12060,122,Central
Coffee County,Georgia,13069,"Douglas, GA",Micro Area,,20060,,Central
Colquitt County,Georgia,13071,"Moultrie, GA",Micro Area,,34220,,Central
Columbia County,Georgia,13073,"Augusta-Richmond County, GA-SC",Metro Area,,12260,,Central
Coweta County,Georgia,13077,"Atlanta-Sandy Springs-Roswell, GA",Metro Area,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",12060,122,Central
Crawford County,Georgia,13079,"Macon-Bibb County, GA",Metro Area,"Macon-Bibb County--Warner Robins, GA",31420,356,Outlying
Crisp County,Georgia,13081,"Cordele, GA",Micro Area,,18380,,Central
Dade County,Georgia,13083,"Chattanooga, TN-GA",Metro Area,"Chattanooga-Cleveland-Dalton, TN-GA-AL",16860,174,Outlying
Dawson County,Georgia,13085,"Atlanta-Sandy Springs-Roswell, GA",Metro Area,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",12060,122,Central
Decatur County,Georgia,13087,"Bainbridge, GA",Micro Area,"Tallahassee-Bainbridge, FL-GA",12460,533,Central
DeKalb County,Georgia,13089,"Atlanta-Sandy Springs-Roswell, GA",Metro Area,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",12060,122,Central
Dougherty County,Georgia,13095,"Albany, GA",Metro Area,,10500,,Central
Douglas County,Georgia,13097,"Atlanta-Sandy Springs-Roswell, GA",Metro Area,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",12060,122,Central
Echols County,Georgia,13101,"Valdosta, GA",Metro Area,,46660,,Outlying
Effingham County,Georgia,13103,"Savannah, GA",Metro Area,"Savannah-Hinesville-Statesboro, GA",42340,496,Outlying
Evans County,Georgia,13109,"Statesboro, GA",Micro Area,"Savannah-Hinesville-Statesboro, GA",44340,496,Outlying
Fayette County,Georgia,13113,"Atlanta-Sandy Springs-Roswell, GA",Metro Area,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",12060,122,Central
Floyd County,Georgia,13115,"Rome, GA",Metro Area,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",40660,122,Central
Forsyth County,Georgia,13117,"Atlanta-Sandy Springs-Roswell, GA",Metro Area,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",12060,122,Central
Fulton County,Georgia,13121,"Atlanta-Sandy Springs-Roswell, GA",Metro Area,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",12060,122,Central
Glynn County,Georgia,13127,"Brunswick-St. Simons, GA",Metro Area,,15260,,Central
Gordon County,Georgia,13129,"Calhoun, GA",Micro Area,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",15660,122,Central
Grady County,Georgia,13131,"Thomasville, GA",Micro Area,,45620,,Outlying
Gwinnett County,Georgia,13135,"Atlanta-Sandy Springs-Roswell, GA",Metro Area,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",12060,122,Central
Habersham County,Georgia,13137,"Cornelia, GA",Micro Area,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",18460,122,Central
Hall County,Georgia,13139,"Gainesville, GA",Metro Area,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",23580,122,Central
Haralson County,Georgia,13143,"Atlanta-Sandy Springs-Roswell, GA",Metro Area,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",12060,122,Outlying
Harris County,Georgia,13145,"Columbus, GA-AL",Metro Area,"Columbus-Auburn-Opelika, GA-AL",17980,194,Outlying
Heard County,Georgia,13149,"Atlanta-Sandy Springs-Roswell, GA",Metro Area,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",12060,122,Outlying
Henry County,Georgia,13151,"Atlanta-Sandy Springs-Roswell, GA",Metro Area,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",12060,122,Central
Houston County,Georgia,13153,"Warner Robins, GA",Metro Area,"Macon-Bibb County--Warner Robins, GA",47580,356,Central
Jackson County,Georgia,13157,"Jefferson, GA",Micro Area,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",27600,122,Central
Jasper County,Georgia,13159,"Atlanta-Sandy Springs-Roswell, GA",Metro Area,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",12060,122,Outlying
Johnson County,Georgia,13167,"Dublin, GA",Micro Area,,20140,,Outlying
Jones County,Georgia,13169,"Macon-Bibb County, GA",Metro Area,"Macon-Bibb County--Warner Robins, GA",31420,356,Outlying
Lanier County,Georgia,13173,"Valdosta, GA",Metro Area,,46660,,Outlying
Laurens County,Georgia,13175,"Dublin, GA",Micro Area,,20140,,Central
Lee County,Georgia,13177,"Albany, GA",Metro Area,,10500,,Central
Liberty County,Georgia,13179,"Hinesville, GA",Metro Area,"Savannah-Hinesville-Statesboro, GA",25980,496,Central
Lincoln County,Georgia,13181,"Augusta-Richmond County, GA-SC",Metro Area,,12260,,Outlying
Long County,Georgia,13183,"Hinesville, GA",Metro Area,"Savannah-Hinesville-Statesboro, GA",25980,496,Outlying
Lowndes County,Georgia,13185,"Valdosta, GA",Metro Area,,46660,,Central
Lumpkin County,Georgia,13187,"Atlanta-Sandy Springs-Roswell, GA",Metro Area,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",12060,122,Outlying
McDuffie County,Georgia,13189,"Augusta-Richmond County, GA-SC",Metro Area,,12260,,Outlying
McIntosh County,Georgia,13191,"Brunswick-St. Simons, GA",Metro Area,,15260,,Outlying
Madison County,Georgia,13195,"Athens-Clarke County, GA",Metro Area,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",12020,122,Outlying
Marion County,Georgia,13197,"Columbus, GA-AL",Metro Area,"Columbus-Auburn-Opelika, GA-AL",17980,194,Outlying
Meriwether County,Georgia,13199,"Atlanta-Sandy Springs-Roswell, GA",Metro Area,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",12060,122,Outlying
Monroe County,Georgia,13207,"Macon-Bibb County, GA",Metro Area,"Macon-Bibb County--Warner Robins, GA",31420,356,Outlying
Montgomery County,Georgia,13209,"Vidalia, GA",Micro Area,,47080,,Outlying
Morgan County,Georgia,13211,"Atlanta-Sandy Springs-Roswell, GA",Metro Area,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",12060,122,Outlying
Murray County,Georgia,13213,"Dalton, GA",Metro Area,"Chattanooga-Cleveland-Dalton, TN-GA-AL",19140,174,Outlying
Muscogee County,Georgia,13215,"Columbus, GA-AL",Metro Area,"Columbus-Auburn-Opelika, GA-AL",17980,194,Central
Newton County,Georgia,13217,"Atlanta-Sandy Springs-Roswell, GA",Metro Area,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",12060,122,Central
Oconee County,Georgia,13219,"Athens-Clarke County, GA",Metro Area,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",12020,122,Central
Oglethorpe County,Georgia,13221,"Athens-Clarke County, GA",Metro Area,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",12020,122,Outlying
Paulding County,Georgia,13223,"Atlanta-Sandy Springs-Roswell, GA",Metro Area,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",12060,122,Central
Peach County,Georgia,13225,"Warner Robins, GA",Metro Area,"Macon-Bibb County--Warner Robins, GA",47580,356,Central
Pickens County,Georgia,13227,"Atlanta-Sandy Springs-Roswell, GA",Metro Area,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",12060,122,Outlying
Pierce County,Georgia,13229,"Waycross, GA",Micro Area,,48180,,Outlying
Pike County,Georgia,13231,"Atlanta-Sandy Springs-Roswell, GA",Metro Area,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",12060,122,Outlying
Polk County,Georgia,13233,"Cedartown, GA",Micro Area,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",16340,122,Central
Quitman County,Georgia,13239,"Eufaula, AL-GA",Micro Area,,21640,,Outlying
Richmond County,Georgia,13245,"Augusta-Richmond County, GA-SC",Metro Area,,12260,,Central
Rockdale County,Georgia,13247,"Atlanta-Sandy Springs-Roswell, GA",Metro Area,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",12060,122,Central
Schley County,Georgia,13249,"Americus, GA",Micro Area,,11140,,Outlying
Spalding County,Georgia,13255,"Atlanta-Sandy Springs-Roswell, GA",Metro Area,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",12060,122,Outlying
Stephens County,Georgia,13257,"Toccoa, GA",Micro Area,,45740,,Central
Stewart County,Georgia,13259,"Columbus, GA-AL",Metro Area,"Columbus-Auburn-Opelika, GA-AL",17980,194,Outlying
Sumter County,Georgia,13261,"Americus, GA",Micro Area,,11140,,Central
Talbot County,Georgia,13263,"Columbus, GA-AL",Metro Area,"Columbus-Auburn-Opelika, GA-AL",17980,194,Outlying
Terrell County,Georgia,13273,"Albany, GA",Metro Area,,10500,,Outlying
Thomas County,Georgia,13275,"Thomasville, GA",Micro Area,,45620,,Central
Tift County,Georgia,13277,"Tifton, GA",Micro Area,,45700,,Central
Toombs County,Georgia,13279,"Vidalia, GA",Micro Area,,47080,,Central
