org_name,org_city,org_state,lat,lon,week,current_loss,current_grant_loss,current_econ_loss,current_job_loss,overall_loss,overall_grant_loss,overall_econ_loss,overall_job_loss
Oregon Museum of Science and Industry,Portland,OR,45.5104,-122.66717,2025-02-28,0,0,0,0,0,0,0,0
Oregon State University,Corvallis,OR,44.56392,-123.27464,2025-02-28,0,0,0,0,0,0,0,0
PBS Foundation,Arlington,VA,38.86208,-77.05098,2025-02-28,0,0,0,0,0,0,0,0
Pacific Resources for Education and Learning,Honolulu,HI,21.3084,-157.86278,2025-02-28,0,0,0,0,0,0,0,0
Pennsylvania State University - University Park,University Park,PA,40.87072,-77.83415,2025-02-28,0,0,0,0,0,0,0,0
Pepperdine University,Malibu,CA,34.03912,-118.70565,2025-02-28,0,0,0,0,0,0,0,0
Pharmacoustics Technologies LLC,Potsdam,NY,44.68423,-74.97973,2025-02-28,0,0,0,0,0,0,0,0
Portland State University,Portland,OR,45.51201,-122.67948,2025-02-28,0,0,0,0,0,0,0,0
Prairie View A&M University,Prairie View,TX,30.08133,-95.99286,2025-02-28,0,0,0,0,0,0,0,0
Pratt Institute,Brooklyn,NY,40.69158,-73.96391,2025-02-28,0,0,0,0,0,0,0,0
Princeton University,Princeton,NJ,40.34544,-74.65587,2025-02-28,0,0,0,0,0,0,0,0
Public Policy Lab,Brooklyn,NY,40.70408,-73.98703,2025-02-28,0,0,0,0,0,0,0,0
Purdue University,West Lafayette,IN,40.41872,-86.91036,2025-02-28,0,0,0,0,0,0,0,0
Rand Corporation,Santa Monica,CA,34.00966,-118.49094,2025-02-28,0,0,0,0,0,0,0,0
Regents of the University of Idaho,Moscow,ID,46.72738,-117.02348,2025-02-28,0,0,0,0,0,0,0,0
Regis College,Weston,MA,42.35029,-71.30895,2025-02-28,0,0,0,0,0,0,0,0
Rensselaer Polytechnic Institute,Troy,NY,42.73286,-73.68349,2025-02-28,0,0,0,0,0,0,0,0
Research Foundation of the City University of New York,New York,NY,40.75572,-73.98886,2025-02-28,0,0,0,0,0,0,0,0
Reuben H. Fleet Science Center,San Diego,CA,32.73086,-117.14697,2025-02-28,0,0,0,0,0,0,0,0
Rio Hondo College,City Of Industry,CA,34.01947,-118.0338,2025-02-28,0,0,0,0,0,0,0,0
Ripple Effect Water Literacy Project,New Orleans,LA,29.91975,-90.08364,2025-02-28,0,0,0,0,0,0,0,0
Riverside Community College District/Riverside City College,Riverside,CA,33.97119,-117.3811,2025-02-28,0,0,0,0,0,0,0,0
Rochester Institute of Technology,Rochester,NY,43.09217,-77.67477,2025-02-28,0,0,0,0,0,0,0,0
Rowan University,Glassboro,NJ,39.70772,-75.1169,2025-02-28,0,0,0,0,0,0,0,0
Rutgers University New Brunswick,New Brunswick,NJ,40.4777,-74.4255,2025-02-28,0,0,0,0,0,0,0,0
Rutgers University Newark,Newark,NJ,40.74054,-74.17268,2025-02-28,0,0,0,0,0,0,0,0
SRI International,Menlo Park,CA,37.45659,-122.17531,2025-02-28,0,0,0,0,0,0,0,0
SUNY Albany,Albany,NY,42.69171,-73.82559,2025-02-28,0,0,0,0,0,0,0,0
SUNY Buffalo,Amherst,NY,43.00307,-78.78592,2025-02-28,0,0,0,0,0,0,0,0
SUNY College Geneseo,Geneseo,NY,42.79669,-77.82197,2025-02-28,0,0,0,0,0,0,0,0
SUNY College Oneonta,Oneonta,NY,42.46897,-75.06257,2025-02-28,0,0,0,0,0,0,0,0
SUNY College of Environmental Science and Forestry,Syracuse,NY,43.03472,-76.13635,2025-02-28,0,0,0,0,0,0,0,0
SUNY Empire State College,Saratoga Springs,NY,43.07732,-73.78246,2025-02-28,0,0,0,0,0,0,0,0
SUNY Onondaga Community College,Syracuse,NY,43.00435,-76.19812,2025-02-28,0,0,0,0,0,0,0,0
SUNY Stony Brook,Stony Brook,NY,40.91456,-73.12517,2025-02-28,0,0,0,0,0,0,0,0
"SageFox Consulting Group, LLC",Amherst,MA,42.37618,-72.51816,2025-02-28,0,0,0,0,0,0,0,0
Saint Louis University,Saint Louis,MO,38.63661,-90.23343,2025-02-28,0,0,0,0,0,0,0,0
Salem State University,Salem,MA,42.5055,-70.8907,2025-02-28,0,0,0,0,0,0,0,0
Salisbury University,Salisbury,MD,38.34617,-75.60555,2025-02-28,0,0,0,0,0,0,0,0
Sam Houston State University,Huntsville,TX,30.71443,-95.5496,2025-02-28,0,0,0,0,0,0,0,0
San Antonio College,San Antonio,TX,29.44491,-98.47412,2025-02-28,0,0,0,0,0,0,0,0
San Diego State University,San Diego,CA,32.76218,-117.06916,2025-02-28,0,0,0,0,0,0,0,0
San Francisco State University,San Francisco,CA,37.72091,-122.47607000000001,2025-02-28,0,0,0,0,0,0,0,0
San Jacinto College District,Pasadena,TX,29.64839,-95.17216,2025-02-28,0,0,0,0,0,0,0,0
San Jose State University,San Jose,CA,37.34094,-121.88941,2025-02-28,0,0,0,0,0,0,0,0
Santa Clara University,Santa Clara,CA,37.34893,-121.93678,2025-02-28,0,0,0,0,0,0,0,0
Santa Fe Institute,Santa Fe,NM,35.70026,-105.90849,2025-02-28,0,0,0,0,0,0,0,0
Santa Monica College,Santa Monica,CA,34.0151,-118.47206,2025-02-28,0,0,0,0,0,0,0,0
Science Museum of Minnesota,Saint Paul,MN,44.94325,-93.0978,2025-02-28,0,0,0,0,0,0,0,0
Seattle Community College District Office,Seattle,WA,47.61438,-122.3218,2025-02-28,0,0,0,0,0,0,0,0
Seattle Pacific University,Seattle,WA,47.65012,-122.36087,2025-02-28,0,0,0,0,0,0,0,0
Seattle University,Seattle,WA,47.61075,-122.31871,2025-02-28,0,0,0,0,0,0,0,0
Shakopee Mdewakanton Sioux Community,Prior Lake,MN,44.73624,-93.47294,2025-02-28,0,0,0,0,0,0,0,0
Shaw University,Raleigh,NC,35.77033,-78.63775,2025-02-28,0,0,0,0,0,0,0,0
Sierra Streams Institute,Nevada City,CA,39.24855,-121.01673,2025-02-28,0,0,0,0,0,0,0,0
Smart Girls HQ LLC,Charlotte,NC,35.22919,-80.83492,2025-02-28,0,0,0,0,0,0,0,0
Society for Personality and Social Psychology,Annandale,VA,38.84929,-77.19612,2025-02-28,0,0,0,0,0,0,0,0
Society of Women Engineers,Chicago,IL,41.88492,-87.62312,2025-02-28,0,0,0,0,0,0,0,0
South Dakota School of Mines and Technology,Rapid City,SD,44.07537,-103.20833,2025-02-28,0,0,0,0,0,0,0,0
Southern California Tribal Chairmens Association,Pala,CA,33.36239,-117.09352,2025-02-28,0,0,0,0,0,0,0,0
Southern Connecticut State University,New Haven,CT,41.33229,-72.94458,2025-02-28,0,0,0,0,0,0,0,0
Southern Illinois University at Edwardsville,Edwardsville,IL,38.79305,-89.99614,2025-02-28,0,0,0,0,0,0,0,0
Southern Methodist University,Dallas,TX,32.84495,-96.78593,2025-02-28,0,0,0,0,0,0,0,0
Southern Utah University,Cedar City,UT,37.6744,-113.06873,2025-02-28,0,0,0,0,0,0,0,0
Southwestern College,Chula Vista,CA,32.64348,-116.99809,2025-02-28,0,0,0,0,0,0,0,0
Spelman College,Atlanta,GA,33.74525,-84.41146,2025-02-28,0,0,0,0,0,0,0,0
St. Catherine University,Saint Paul,MN,44.92482,-93.18234,2025-02-28,0,0,0,0,0,0,0,0
St. Jude Children's Research Hospital,Memphis,TN,35.15435,-90.04362,2025-02-28,0,0,0,0,0,0,0,0
St. Mary's University San Antonio,San Antonio,TX,29.45193,-98.5606,2025-02-28,0,0,0,0,0,0,0,0
St. Petersburg College,Clearwater,FL,27.89942,-82.712,2025-02-28,0,0,0,0,0,0,0,0
Stanford University,Stanford,CA,37.42685,-122.17047,2025-02-28,0,0,0,0,0,0,0,0
"Start International, Inc.",Fort Collins,CO,40.58109,-105.09416,2025-02-28,0,0,0,0,0,0,0,0
Stevens Institute of Technology,Hoboken,NJ,40.73496,-74.02739,2025-02-28,0,0,0,0,0,0,0,0
Syracuse University,Syracuse,NY,43.04935,-76.13805,2025-02-28,0,0,0,0,0,0,0,0
TERC Inc.,Cambridge,MA,42.39162,-71.12299,2025-02-28,0,0,0,0,0,0,0,0
Teachers Development Group,Portland,OR,45.50465,-122.65544,2025-02-28,0,0,0,0,0,0,0,0
Temple University,Philadelphia,PA,39.98027,-75.15705,2025-02-28,0,0,0,0,0,0,0,0
Tennessee State University,Nashville,TN,36.1683,-86.8256,2025-02-28,0,0,0,0,0,0,0,0
Texas A&M International University,Laredo,TX,27.57269,-99.43532,2025-02-28,0,0,0,0,0,0,0,0
Texas A&M University,College Station,TX,30.60588,-96.36877,2025-02-28,0,0,0,0,0,0,0,0
Texas A&M University Corpus Christi,Corpus Christi,TX,27.71357,-97.32472,2025-02-28,0,0,0,0,0,0,0,0
Texas A&M University-San Antonio,San Antonio,TX,29.30493,-98.5243,2025-02-28,0,0,0,0,0,0,0,0
Texas Christian University,Fort Worth,TX,32.70689,-97.36173,2025-02-28,0,0,0,0,0,0,0,0
Texas Southern University,Houston,TX,29.72142,-95.35927,2025-02-28,0,0,0,0,0,0,0,0
Texas State University - San Marcos,San Marcos,TX,29.88877,-97.93744,2025-02-28,0,0,0,0,0,0,0,0
Texas Tech University,Lubbock,TX,33.58551,-101.87713,2025-02-28,0,0,0,0,0,0,0,0
Texas Woman's University,Denton,TX,33.22722,-97.12705,2025-02-28,0,0,0,0,0,0,0,0
The Chicago School of Professional Psychology,Chicago,IL,41.88814,-87.63368,2025-02-28,0,0,0,0,0,0,0,0
"The Geological Society of America, Inc.",Boulder,CO,40.03754,-105.25051,2025-02-28,0,0,0,0,0,0,0,0
"The Learning Network, LLC",Allen,TX,33.12757,-96.68068,2025-02-28,0,0,0,0,0,0,0,0
The National Gem Consortium,Alexandria,VA,38.80368,-77.05643,2025-02-28,0,0,0,0,0,0,0,0
The New York City Foundation for Computer Science Education,Armonk,NY,41.14741,-73.69721,2025-02-28,0,0,0,0,0,0,0,0
The Texas A&M University System Health Science Center,College Station,TX,30.60964,-96.33959,2025-02-28,0,0,0,0,0,0,0,0
The University of Texas Health Science Center at Houston,Houston,TX,29.70303,-95.4033,2025-02-28,0,0,0,0,0,0,0,0
The University of Texas Rio Grande Valley,Edinburg,TX,26.30454,-98.17533,2025-02-28,0,0,0,0,0,0,0,0
Tufts University,Medford,MA,42.3498,-71.06149,2025-02-28,0,0,0,0,0,0,0,0
Tulane University,New Orleans,LA,29.93543,-90.12279,2025-02-28,0,0,0,0,0,0,0,0
Tuskegee University,Tuskegee Institute,AL,32.42928,-85.70771,2025-02-28,0,0,0,0,0,0,0,0
Twin Cities Public Television,Saint Paul,MN,44.94756,-93.08771,2025-02-28,0,0,0,0,0,0,0,0
University Corporation for Atmospheric Research,Boulder,CO,40.03108,-105.24594,2025-02-28,0,0,0,0,0,0,0,0
University Enterprises Corporation at CSUB,San Bernardino,CA,34.18326,-117.32194,2025-02-28,0,0,0,0,0,0,0,0
"University Enterprises, Incorporated",Sacramento,CA,38.56079,-121.42395,2025-02-28,0,0,0,0,0,0,0,0
University of Alabama Tuscaloosa,Tuscaloosa,AL,33.21566,-87.53919,2025-02-28,0,0,0,0,0,0,0,0
University of Alabama at Birmingham,Birmingham,AL,33.50591,-86.79977,2025-02-28,0,0,0,0,0,0,0,0
University of Alabama in Huntsville,Huntsville,AL,34.72516,-86.64047,2025-02-28,0,0,0,0,0,0,0,0
University of Alaska Anchorage,Anchorage,AK,61.19065,-149.81813,2025-02-28,0,0,0,0,0,0,0,0
University of Alaska Fairbanks,Fairbanks,AK,64.85744,-147.8003,2025-02-28,0,0,0,0,0,0,0,0
University of Arizona,Tucson,AZ,32.23284,-110.95947,2025-02-28,0,0,0,0,0,0,0,0
University of Arkansas Little Rock,Little Rock,AR,34.749,-92.3201,2025-02-28,0,0,0,0,0,0,0,0
University of Arkansas at Fayetteville,Fayetteville,AR,36.06992,-94.17696,2025-02-28,0,0,0,0,0,0,0,0
University of Arkansas at Pine Bluff,Pine Bluff,AR,34.24078,-92.01971,2025-02-28,0,0,0,0,0,0,0,0
University of California Berkeley,Berkeley,CA,37.87002,-122.26862,2025-02-28,0,0,0,0,0,0,0,0
University of California Los Angeles,Los Angeles,CA,34.0702,-118.45102,2025-02-28,0,0,0,0,0,0,0,0
University of California Merced,Merced,CA,37.35131,-120.4324,2025-02-28,0,0,0,0,0,0,0,0
University of California Riverside,Riverside,CA,33.97259,-117.35036,2025-02-28,0,0,0,0,0,0,0,0
University of California San Diego,La Jolla,CA,32.87699,-117.24087,2025-02-28,0,0,0,0,0,0,0,0
University of California San Francisco,San Francisco,CA,37.76744,-122.41394,2025-02-28,0,0,0,0,0,0,0,0
University of California Santa Barbara,Santa Barbara,CA,34.43131,-119.83428,2025-02-28,0,0,0,0,0,0,0,0
University of California Santa Cruz,Santa Cruz,CA,36.97756,-122.05584,2025-02-28,0,0,0,0,0,0,0,0
University of California at Davis,Davis,CA,38.54337,-121.72946,2025-02-28,0,0,0,0,0,0,0,0
"University of California, Oakland",Oakland,CA,37.8024,-122.27133,2025-02-28,0,0,0,0,0,0,0,0
University of California-Irvine,Irvine,CA,33.64852,-117.82136,2025-02-28,0,0,0,0,0,0,0,0
University of Central Florida,Orlando,FL,28.60103,-81.19727,2025-02-28,0,0,0,0,0,0,0,0
University of Chicago,Chicago,IL,41.78955,-87.60117,2025-02-28,0,0,0,0,0,0,0,0
University of Cincinnati,Cincinnati,OH,39.12972,-84.52055,2025-02-28,0,0,0,0,0,0,0,0
University of Colorado - Boulder,Boulder,CO,40.0133,-105.25193,2025-02-28,0,0,0,0,0,0,0,0
University of Colorado - Colorado Springs,Colorado Springs,CO,38.89128,-104.80006,2025-02-28,0,0,0,0,0,0,0,0
University of Colorado at Denver-Downtown Campus,Denver,CO,39.74607,-104.99922,2025-02-28,0,0,0,0,0,0,0,0
University of Connecticut,Storrs-Mansfield,CT,41.81142,-72.24755,2025-02-28,0,0,0,0,0,0,0,0
University of Delaware,Newark,DE,39.71451,-75.73872,2025-02-28,0,0,0,0,0,0,0,0
University of Denver,Denver,CO,39.67664,-104.95948,2025-02-28,0,0,0,0,0,0,0,0
University of Florida,Gainesville,FL,29.64344,-82.34964,2025-02-28,0,0,0,0,0,0,0,0
University of Georgia,Athens,GA,33.93117,-83.37887,2025-02-28,0,0,0,0,0,0,0,0
University of Guam,Mangilao,GU,13.43389,144.80492,2025-02-28,0,0,0,0,0,0,0,0
University of Hawaii at Manoa,Honolulu,HI,21.2992,-157.82037,2025-02-28,0,0,0,0,0,0,0,0
University of Houston,Houston,TX,29.71809,-95.33648,2025-02-28,0,0,0,0,0,0,0,0
University of Illinois at Chicago,Chicago,IL,41.87151,-87.66772,2025-02-28,0,0,0,0,0,0,0,0
University of Illinois at Urbana-Champaign,Urbana-Champaign,IL,40.11686,-88.22876,2025-02-28,0,0,0,0,0,0,0,0
University of Iowa,Iowa City,IA,41.66441,-91.54215,2025-02-28,0,0,0,0,0,0,0,0
University of Kansas Lawrence,Lawrence,KS,38.95154,-95.26556,2025-02-28,0,0,0,0,0,0,0,0
University of Kentucky,Lexington,KY,38.04096,-84.50589,2025-02-28,0,0,0,0,0,0,0,0
University of Louisiana at Lafayette,Lafayette,LA,30.21525,-92.01903,2025-02-28,0,0,0,0,0,0,0,0
University of Maryland Baltimore,Baltimore,MD,39.25246,-76.71121,2025-02-28,0,0,0,0,0,0,0,0
University of Maryland Eastern Shore,Princess Anne,MD,38.2029,-75.69243,2025-02-28,0,0,0,0,0,0,0,0
"University of Maryland, College Park",College Park,MD,38.99233,-76.95299,2025-02-28,0,0,0,0,0,0,0,0
University of Massachusetts Amherst,Amherst,MA,42.38691,-72.52113,2025-02-28,0,0,0,0,0,0,0,0
University of Massachusetts Boston,Boston,MA,42.3137,-71.06298,2025-02-28,0,0,0,0,0,0,0,0
University of Massachusetts Lowell,Lowell,MA,42.65019,-71.32389,2025-02-28,0,0,0,0,0,0,0,0
University of Memphis,Memphis,TN,35.11751,-89.94003,2025-02-28,0,0,0,0,0,0,0,0
University of Miami,Coral Gables,FL,25.71347,-80.27725,2025-02-28,0,0,0,0,0,0,0,0
University of Michigan at Ann Arbor,Ann Arbor,MI,42.27549,-83.74304,2025-02-28,0,0,0,0,0,0,0,0
University of Minnesota - Twin Cities,Minneapolis,MN,44.97514,-93.227,2025-02-28,0,0,0,0,0,0,0,0
University of Minnesota Duluth,Duluth,MN,46.81708,-92.08443,2025-02-28,0,0,0,0,0,0,0,0
University of Mississippi,University,MS,34.36739,-89.52896,2025-02-28,0,0,0,0,0,0,0,0
University of Missouri Kansas City,Kansas City,MO,39.03452,-94.57577,2025-02-28,0,0,0,0,0,0,0,0
University of Missouri-Columbia,Columbia,MO,38.94823,-92.32734,2025-02-28,0,0,0,0,0,0,0,0
University of Missouri-Saint Louis,Saint Louis,MO,38.71293,-90.30313,2025-02-28,0,0,0,0,0,0,0,0
University of Nebraska Lincoln,Lincoln,NE,40.82302,-96.67344,2025-02-28,0,0,0,0,0,0,0,0
University of Nebraska at Omaha,Omaha,NE,41.266,-96.01003,2025-02-28,0,0,0,0,0,0,0,0
University of Nevada Las Vegas,Las Vegas,NV,36.10952,-115.14195,2025-02-28,0,0,0,0,0,0,0,0
University of Nevada Reno,Reno,NV,39.54508,-119.81828,2025-02-28,0,0,0,0,0,0,0,0
University of New Hampshire,Durham,NH,43.13637,-70.93604,2025-02-28,0,0,0,0,0,0,0,0
University of New Mexico,Albuquerque,NM,35.09023,-106.62529,2025-02-28,0,0,0,0,0,0,0,0
University of New Orleans,New Orleans,LA,30.02928,-90.06473,2025-02-28,0,0,0,0,0,0,0,0
University of North Carolina Chapel Hill,Chapel Hill,NC,35.9316,-79.05738,2025-02-28,0,0,0,0,0,0,0,0
University of North Carolina Charlotte,Charlotte,NC,35.30165,-80.73145,2025-02-28,0,0,0,0,0,0,0,0
University of North Carolina Greensboro,Greensboro,NC,36.06505,-79.80897,2025-02-28,0,0,0,0,0,0,0,0
University of North Carolina at Wilmington,Wilmington,NC,34.22528,-77.87424,2025-02-28,0,0,0,0,0,0,0,0
University of North Georgia,Dahlonega,GA,34.53027,-83.9858,2025-02-28,0,0,0,0,0,0,0,0
University of North Texas,Denton,TX,33.19624,-97.12279,2025-02-28,0,0,0,0,0,0,0,0
University of Northern Colorado,Greeley,CO,40.40645,-104.68575,2025-02-28,0,0,0,0,0,0,0,0
University of Notre Dame,Notre Dame,IN,41.6939,-86.23928,2025-02-28,0,0,0,0,0,0,0,0
University of Oklahoma Norman,Norman,OK,35.20922,-97.44378,2025-02-28,0,0,0,0,0,0,0,0
University of Oregon Eugene,Eugene,OR,44.04551,-123.06974,2025-02-28,0,0,0,0,0,0,0,0
University of Pennsylvania,Philadelphia,PA,39.95346,-75.19398,2025-02-28,0,0,0,0,0,0,0,0
University of Pittsburgh,Pittsburgh,PA,40.44091,-79.95912,2025-02-28,0,0,0,0,0,0,0,0
University of Puerto Rico Arecibo,Arecibo,PR,18.46416,-66.75135,2025-02-28,0,0,0,0,0,0,0,0
University of Puerto Rico Carolina,Carolina,PR,38.7946,-106.53484,2025-02-28,0,0,0,0,0,0,0,0
University of Puerto Rico Mayaguez,Mayaguez,PR,18.2086,-67.14001,2025-02-28,0,0,0,0,0,0,0,0
University of Puerto Rico Medical Sciences,San Juan,PR,18.41048,-66.06561,2025-02-28,0,0,0,0,0,0,0,0
University of Puerto Rico Rio Piedras,San Juan,PR,18.40983,-66.06296,2025-02-28,0,0,0,0,0,0,0,0
University of Puerto Rico Rio Piedras,San Juan,PR,38.7946,-106.53484,2025-02-28,0,0,0,0,0,0,0,0
University of Rhode Island,Kingston,RI,41.48604,-71.52866,2025-02-28,0,0,0,0,0,0,0,0
University of Rochester,Rochester,NY,43.13177,-77.63546,2025-02-28,0,0,0,0,0,0,0,0
University of San Diego,San Diego,CA,32.77192,-117.1875,2025-02-28,0,0,0,0,0,0,0,0
University of South Alabama,Mobile,AL,30.69541,-88.17522,2025-02-28,0,0,0,0,0,0,0,0
University of South Carolina at Columbia,Columbia,SC,33.99962,-81.02825,2025-02-28,0,0,0,0,0,0,0,0
University of South Florida,Tampa,FL,28.07404,-82.39596,2025-02-28,0,0,0,0,0,0,0,0
University of Southern California,Los Angeles,CA,34.01728,-118.28125,2025-02-28,0,0,0,0,0,0,0,0
University of Southern Mississippi,Hattiesburg,MS,31.32879,-89.3297,2025-02-28,0,0,0,0,0,0,0,0
University of Tennessee Knoxville,Knoxville,TN,35.95494,-83.93035,2025-02-28,0,0,0,0,0,0,0,0
University of Texas Arlington,Arlington,TX,32.7282,-97.1126,2025-02-28,0,0,0,0,0,0,0,0
University of Texas Dallas,Richardson,TX,32.99173,-96.7437,2025-02-28,0,0,0,0,0,0,0,0
University of Texas El Paso,El Paso,TX,31.77052,-106.50415,2025-02-28,0,0,0,0,0,0,0,0
University of Texas San Antonio,San Antonio,TX,29.56712,-98.60572,2025-02-28,0,0,0,0,0,0,0,0
University of Texas at Austin,Austin,TX,30.29119,-97.73757,2025-02-28,0,0,0,0,0,0,0,0
University of Toledo,Toledo,OH,41.61955,-83.62073,2025-02-28,0,0,0,0,0,0,0,0
University of Utah,Salt Lake City,UT,40.76454,-111.85032,2025-02-28,0,0,0,0,0,0,0,0
University of Vermont and State Agricultural College,Burlington,VT,44.47828,-73.20108,2025-02-28,0,0,0,0,0,0,0,0
University of Virginia,Charlottesville,VA,38.05053,-78.50053,2025-02-28,0,0,0,0,0,0,0,0
University of Washington,Seattle,WA,47.66031,-122.31517,2025-02-28,0,0,0,0,0,0,0,0
University of West Florida,Pensacola,FL,30.54912,-87.21855,2025-02-28,0,0,0,0,0,0,0,0
University of Wisconsin-Madison,Madison,WI,43.06852,-89.40086,2025-02-28,0,0,0,0,0,0,0,0
University of Wisconsin-Milwaukee,Milwaukee,WI,43.0757,-87.878,2025-02-28,0,0,0,0,0,0,0,0
University of Wisconsin-Whitewater,Whitewater,WI,42.84247,-88.74466,2025-02-28,0,0,0,0,0,0,0,0
University of Wyoming,Laramie,WY,41.31397,-105.58452,2025-02-28,0,0,0,0,0,0,0,0
University of the District of Columbia,Washington,DC,38.94444,-77.06433,2025-02-28,0,0,0,0,0,0,0,0
University of the Virgin Islands,Charlotte Amalie,VI,18.3419,-64.9307,2025-02-28,0,0,0,0,0,0,0,0
Urban Institute,Washington,DC,38.883540000000004,-77.02364,2025-02-28,0,0,0,0,0,0,0,0
Utah State University,Logan,UT,41.74215,-111.8082,2025-02-28,0,0,0,0,0,0,0,0
Vanderbilt University,Nashville,TN,36.14378,-86.801,2025-02-28,0,0,0,0,0,0,0,0
Villanova University,Villanova,PA,40.03657,-75.34578,2025-02-28,0,0,0,0,0,0,0,0
Virginia Commonwealth University,Richmond,VA,37.54981,-77.45278,2025-02-28,0,0,0,0,0,0,0,0
Virginia Polytechnic Institute and State University,Blacksburg,VA,37.23306,-80.421,2025-02-28,0,0,0,0,0,0,0,0
Virginia State University,Petersburg,VA,37.23646,-77.41988,2025-02-28,0,0,0,0,0,0,0,0
WEPAN Inc.,Washington,DC,38.90702,-77.04294,2025-02-28,0,0,0,0,0,0,0,0
WNET,New York,NY,40.76143,-73.98651,2025-02-28,0,0,0,0,0,0,0,0
Washington State University,Pullman,WA,46.72889,-117.15574,2025-02-28,0,0,0,0,0,0,0,0
Washington University,Saint Louis,MO,38.66437,-90.3238,2025-02-28,0,0,0,0,0,0,0,0
Wayne State University,Detroit,MI,42.35747,-83.06529,2025-02-28,0,0,0,0,0,0,0,0
Weber State University,Ogden,UT,41.19325,-111.94606,2025-02-28,0,0,0,0,0,0,0,0
West Chester University of Pennsylvania,West Chester,PA,39.95112,-75.59055,2025-02-28,0,0,0,0,0,0,0,0
West Hills Community College,Coalinga,CA,36.15328,-120.35115,2025-02-28,0,0,0,0,0,0,0,0
West Texas A&M University,Canyon,TX,34.98169,-101.91603,2025-02-28,0,0,0,0,0,0,0,0
West Virginia University Research Corporation,Morgantown,WV,39.65705,-79.95526,2025-02-28,0,0,0,0,0,0,0,0
WestEd,San Francisco,CA,37.78221,-122.39856,2025-02-28,0,0,0,0,0,0,0,0
Western Kentucky University,Bowling Green,KY,36.9868,-86.45538,2025-02-28,0,0,0,0,0,0,0,0
Western Michigan University,Kalamazoo,MI,42.28595,-85.61194,2025-02-28,0,0,0,0,0,0,0,0
Western Washington University,Bellingham,WA,48.73463,-122.48968,2025-02-28,0,0,0,0,0,0,0,0
Wichita State University,Wichita,KS,37.71706,-97.29681,2025-02-28,0,0,0,0,0,0,0,0
William Marsh Rice University,Houston,TX,29.72013,-95.40182,2025-02-28,0,0,0,0,0,0,0,0
Winston-Salem State University,Winston Salem,NC,36.08983,-80.22504,2025-02-28,0,0,0,0,0,0,0,0
"Woodwell Climate Research Center, Inc.",Falmouth,MA,41.54952,-70.64343,2025-02-28,0,0,0,0,0,0,0,0
Worcester State University,Worcester,MA,42.26624,-71.84207,2025-02-28,0,0,0,0,0,0,0,0
Xavier University of Louisiana,New Orleans,LA,29.96429,-90.10747,2025-02-28,0,0,0,0,0,0,0,0
Yakima Valley Community College,Yakima,WA,46.58464,-120.5301,2025-02-28,0,0,0,0,0,0,0,0
Yale University,New Haven,CT,41.31092,-72.92643,2025-02-28,0,0,0,0,0,0,0,0
"Young People's Project, Inc.",Cambridge,MA,42.36591,-71.10204,2025-02-28,0,0,0,0,0,0,0,0
Ziker Enterprises LLC,San Jose,CA,37.28281,-121.87853,2025-02-28,0,0,0,0,0,0,0,0
Alabama A&M University,Normal,AL,34.78387,-86.57757,2025-03-07,0,0,0,0,0,0,0,0
Alamo Community College District - St. Philip's College,San Antonio,TX,29.41679,-98.45476,2025-03-07,0,0,0,0,0,0,0,0
Albany State University,Albany,GA,31.57344,-84.14257,2025-03-07,0,0,0,0,0,0,0,0
Allan Hancock College,Santa Maria,CA,34.94444,-120.41884,2025-03-07,0,0,0,0,0,0,0,0
Allegheny College,Meadville,PA,41.65897,-80.14984,2025-03-07,0,0,0,0,0,0,0,0
Alverno College,Milwaukee,WI,42.98327,-87.96656,2025-03-07,0,0,0,0,0,0,0,0
American Association for the Advancement of Science,Washington,DC,38.90028,-77.02856,2025-03-07,0,0,0,0,0,0,0,0
American Association of Physics Teachers,College Park,MD,38.97155,-76.92997,2025-03-07,0,0,0,0,0,0,0,0
American Bar Foundation,Chicago,IL,41.89619,-87.61717,2025-03-07,0,0,0,0,0,0,0,0
American Chemical Society (ACS),Washington,DC,38.90524,-77.03605,2025-03-07,0,0,0,0,0,0,0,0
American Geophysical Union,Washington,DC,38.91465,-77.04519,2025-03-07,0,0,0,0,0,0,0,0
American Indian Science and Engineering Society (AISES),Albuquerque,NM,35.15676,-106.68004,2025-03-07,0,0,0,0,0,0,0,0
American Institute of Mathematics,Pasadena,CA,34.13766,-118.12527,2025-03-07,0,0,0,0,0,0,0,0
American Institutes for Research in the Behavioral Sciences,Arlington,VA,38.86103,-77.04988,2025-03-07,0,0,0,0,0,0,0,0
